case_id,architecture,risk_after_change,disposition,technical_validity,money_profile,requested_refund,authority_maximum_configured_input,authority_maximum_enforced,expected_execution,condition_confirmation,transfer_owner,materiality,authority_state,governance_workflow,resulting_authority,enforceable_boundary,actual_execution,prediction_comparison,control_assertion,browser_validation,independent_classification,reason,anomaly,reproduction_notes
C281,SEPARATED_REAUTHORIZATION,HIGH,RENEW,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C282,SEPARATED_REAUTHORIZATION,HIGH,RENEW,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C283,SEPARATED_REAUTHORIZATION,HIGH,RENEW,PASS,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.","New-authority-maximum input has no observable effect on RENEW's resulting boundary. | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$600.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C284,SEPARATED_REAUTHORIZATION,HIGH,RENEW,PASS,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.","New-authority-maximum input has no observable effect on RENEW's resulting boundary. | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$600.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C285,SEPARATED_REAUTHORIZATION,HIGH,RENEW,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C286,SEPARATED_REAUTHORIZATION,HIGH,RENEW,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C287,SEPARATED_REAUTHORIZATION,HIGH,RENEW,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$600.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C288,SEPARATED_REAUTHORIZATION,HIGH,RENEW,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",RENEW disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,REVIEW REQUIRED,"RENEW reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) unchanged, regardless of the 'New authority maximum' input (tested with $250, $999, $111 -- always ignored). This is a permitted reading of the spec ('a renewed authority may reproduce the same boundary'), so the resulting BLOCK (risk now MEDIUM/HIGH, outside the LOW-only reproduced scope) is self-consistent. However, the control is visually enabled for RENEW with no indication it is inert, and it cannot be determined from the UI alone whether this is deliberate design or an unwired input -- hence REVIEW REQUIRED rather than a clean PASS.",New-authority-maximum input has no observable effect on RENEW's resulting boundary.,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$600.00; Governance disposition=RENEW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C289,SEPARATED_REAUTHORIZATION,HIGH,NARROW,PASS,BELOW_LIMIT,200.00,250.00,250.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C290,SEPARATED_REAUTHORIZATION,HIGH,NARROW,PASS,BELOW_LIMIT,200.00,250.00,250.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C291,SEPARATED_REAUTHORIZATION,HIGH,NARROW,PASS,ABOVE_LIMIT,400.00,250.00,250.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$400.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C292,SEPARATED_REAUTHORIZATION,HIGH,NARROW,PASS,ABOVE_LIMIT,400.00,250.00,250.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$400.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C293,SEPARATED_REAUTHORIZATION,HIGH,NARROW,FAIL,BELOW_LIMIT,200.00,250.00,250.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C294,SEPARATED_REAUTHORIZATION,HIGH,NARROW,FAIL,BELOW_LIMIT,200.00,250.00,250.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C295,SEPARATED_REAUTHORIZATION,HIGH,NARROW,FAIL,ABOVE_LIMIT,400.00,250.00,250.00,ALLOW,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$400.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C296,SEPARATED_REAUTHORIZATION,HIGH,NARROW,FAIL,ABOVE_LIMIT,400.00,250.00,250.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+HIGH","ENFORCEABLE: max=$250.00, allowedRisk=LOW+HIGH, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$400.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C297,SEPARATED_REAUTHORIZATION,HIGH,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C298,SEPARATED_REAUTHORIZATION,HIGH,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C299,SEPARATED_REAUTHORIZATION,HIGH,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C300,SEPARATED_REAUTHORIZATION,HIGH,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=HIGH; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
